Description,Followers_count,Following_count,HCP_flag
International Commentator of Distinction 2011,268,932,0
Rocket builder expert in pizzas lover of the Giants exemplary father,976,1607,0
Director Gastrointestinal Oncology Program Univ of Florida UF Director UFHealth Cancer Center Joint Oncology Research Program Opinions are my own,793,182,1
Manly Gay Freedom Truth Valparaiso I love politics to recognize thieves Mr. X rightist you are not a patriot you are an IMBÉCIL,492,600,0
Melanoma oncologist at MD Anderson Cancer Center I specialize in uveal melanoma as well as melanoma of the skin and mucous membranes Tweets are my own,564,417,1
Old newspaper of the Traditional Spanish Phalanx and the JONS,2769,694,0
Pediatric Hematologist Oncologist translating basic science into new cures for leukemia myelodysplastic syndromes and childhood cancer,193,296,1
P A B Future Cognitive Neuroscientist Hopefully Whovian and Diehard Cubs Fan Definitely,270,1287,0
Chief of Staff Yale Cancer Center,43,64,1
,99,98,1
news science data junkie word lover knitter maker friend of dogs rural gardener follower of Dorothy Draper fight the will to be dreary views are mine,245,495,0
Managing digital editor cure_magazine Side project Tracking anonymous sourcing in the media at http t co DnKvakWtQJ,750,813,0
Father husband oncologist researcher teacher reader learner advocate leader watcher Music listener chocolate eater,162,69,1
Tapan Kadia MD Leukemia Doc at MD Anderson Cancer Center Leukemia clinical translational research Views posts and opinions shared are my own,788,77,1
,6,18,0
PR pro GreenoughPR former MassAGO spox and NECN reporter TuftsUniversity and columbiajourn alum proud father and husband skier theater fan,272,538,0
managing editor Focus Italy s top selling popular science magazine and a lazy blogger Views my own and RTs are not endorsements,646,560,0
Registered Nurse working in renal and oncology education research and advocacy My tweets are my own,47,74,1
Gynecologic oncologist and optimist mother wife daughter sister friend Tweets are my own,303,185,1
MD Assistant professor pathology Grant Medical College Mumbai India,47,181,1
Deputy managing editor http t co FNmWSgQzKm,1779,747,0
Doctor in Public Health researcher and humanist Dedicated to children and minor NGOs I am disgusted by Spain's corrupt partitocracy Sympathizer of C s,5361,3724,0
I Hockey kale all things organic Runner thyroid cancer survivor Nittany Lion Grab life by the Hotpants,162,452,0
Shaping new ways to meet health needs of people around the world and through every stage of their lives http t co 6IcXSYxXk4,37612,4803,0
THe less you give a damn the happier you will be,186,181,0
Note I do not authorize anyone to tweet stories via my twitter name Tweets retweets from are just that I m not author or endorser or provider I will block,104,405,0
Player of the Dream Team FS Cadet 7 ALBACETE,206,179,0
UPS T F CC then Wash St BBall mostly pro but R MC till baller daughter graduates foreign policy futurism,407,1536,0
Dad Rams fan cancer pharmacist,42,142,1
Living life is my Animalist priority,585,413,0
,44,162,0
NASA's future physical star doing physics and Faveando,475,285,0
I hate you Helios You make my erythematous region stop giving in to digital pressure,83,144,0
Director CNS AI Ophthalmology Views expressed are my own,82,123,0
The profile picture does not actually depict me This is an original character by Uruwi,15,49,0
,748,399,0
Physical Anthropology UChile Perminist environmentalist feminist YoSupportACaimans AbortionFree,864,1293,0
National education activist organization dedicated to addressing ending the breast cancer epidemic Health justice for all,17797,440,0
Maellafs player Youth futsal lover and zaragozista as the one who thinks the most Slow and fast acting Team Fanatics,375,265,0
,697,1261,0
To the Left of the South Councilor PSOE Personal opinions Lda in CC Policies and Sociology by Univ de Granada Militar ideas Fullness dreamlike Bética,4493,4653,0
Writer searching for tall tales,137,310,0
Geneticist doctor and occasional blogger specialising in cancer predisposition and clinical genomics Singer songwriter http t co 7CewNvK9Pa,2806,993,1
Fighting a Smarter War on Cancer at the Otto J Ruesch Center for the Cure of Gastrointestinal Cancers at Georgetown Lombardi Comprehensive Cancer Center,799,771,0
Science educator Director of Education at FORCE Interested in all aspects of public understanding of science particularly hereditary cancer,93,186,0
Biotech s top news source Lynn Yoffee Jennifer Boggs Peter Winter Anette Breindl Mari Serebrov Marie Powers Randy Osborne Michael Fitzhugh,18825,4076,0
Tweets are not advice or recommendations to buy or sell,245,484,0
Urological Surgeon In Training Concord Hospital Opinions expressed are my own,333,570,1
Step ahead against cancer Individual walks for women with cancer Nijmegen e o http t co hEFOmu1EZx,210,1260,0
US Navy Veteran Air Traffic Controller,12,66,0
Senior Technician in Animation of Physical and Sports Activities Student of History at the UB,138,370,0
Gynecologic Oncologist at MD Anderson Cancer Center innovative clinical trial design and developmental therapeutics Opinions are mine,631,735,1
,683,581,0
Personal account EVP American Cancer Society All views expressed are my own Retweets are not endorsements,251,591,0
Daughter sister aunt friend proud UW alum Media Specialist at UW Health former tv sports reporter Duke men s bball fan cable tv lover,458,987,0
Translation and Interpretation student at the UAM in Madrid and Madrid,294,238,0
Award winning web scholar Organizer Problem solver Gamer Amateur coffeeaholic Music trailblazer Social media specialist,21,695,0
M L ElSovietDeLaComedia Zaragoza Aragón,615,1104,0
Medical Oncologist clinical trials advocate wannabe rock star and Indiana sports fanatic,26,40,1
,512,384,0
"Fuck with the clowns and thieves. The State was stolen, there is nothing left or dignity. MarParaValparaiso NoMasRepresion",317,532,0
Physician HealthIT Evidence based medicine looking for science tweets are not medical advice retweet means nothing Shared decision making,2370,2515,1
,674,659,0
,24958,990,0
Board Certified General Surgeon Fellowship Trained Breast Cancer Surgeon Dedicated to providing Quality Breast Care Metro Surgical Associates,88,74,1
,153,219,1
Head of the J J Innovation Center Boston Partnering with the world s leading entrepreneurs to bring important products to society Opinions are my own,665,95,1
,380,663,0
Pharmacist Business development strategist drug information provider Health Orchard,23,101,1
a CoBra A Corean Brazilian American Infectious Diseases physician Likes medicine tropical diseases TB chess and good food,9,57,1
Carmiña Masi Journalist We are not Angeles Radio Venus Dance With Me Paraguay Figure of CEI Footwear,40,15,0
Board Certified Medical Oncologist Hematologist at AZCCC Therapy dog volunteer,59,96,1
Public health health data quality and safety epidemiology surgery health policy health program health services research,58,221,1
Wife JSavedJohnson Accept Jesus Christ your life will change Follower of Jesus Christ Husband and Father Beginner Blogger,225,271,0
CardioOnc Doc Cardiologist with a focus on heart problems related to cancer and cancer treatment Director Cardio Oncology Program at Vanderbilt VUMCHealth,625,550,1
I know I won't see you anymore but I have the best memories with you,425,814,0
Scientist Clinical Research Mgr We are made of stars Between Macondo and Gothic City,611,2001,1
Duke Integrated Palliative Medicine Specialist Associate Program Director Duke Palliative Medicine Fellowship meded hpm hpmglobal Tweets are my own,779,632,1
Speaker Spinning Instructor Melomano 100 Depeche Mode My passion for Radio is endless In love with the Moon Fan 1 of God My faith is inexhaustible,1609,1478,0
,240,828,0
67 yrs old married 38yrs to Janet 3 yrs Vietnam 5 yrsUS Army 2 children Michelle Christopher 2 granddaughters Kristi Emily,76,110,0
The emerging tech conferences of techreview magazine Facebook https t co KEP88GU4WO,7270,944,0
"If it is done, it will be repeated, it will be doubled, the dream will come true I want to do a week in the world,",333,259,0
The love of my life died on March 8 2015 from Stage 3 Lung Cancer The Lung Cancer world needs more funding and more voices I HOPE to help make the changes,52,247,0
Freelance journalist writing about medicine mental health sustainability Lover of dance and cats Aspiring polyglot,538,617,0
Techie entrepreneur investor creative genius and Darden grad,74,238,0
fighting to accelerate access to cures and still writing thank you notes for my bar mitzvah,2414,705,1
I am Pisces of Atlético and PSOE xq I feel like it and xq I CAN and I pass false false prophets,4376,4639,0
Cancer connector Radiation Oncologist Theoretical Physician Scientist at Moffitt Cancer Center openscience advocate TEDMED http t co WRiKSEThVB,803,326,1
Home to the WunderGlo blog wunderglo com and to The WunderGlo Foundation dedicated to finding the cure and empowering colon cancer warriors everywhere,447,189,0
So bored of these boxes,88,69,0
,2927,538,0
Breast Surgeon Mom Education researcher Twitter neophyte,174,208,1
flaviomedina was Amadeo in AlmaDeHierro briggittebozzo followed me 3 Jan 2014 TanyaVazquez followed me 10 Mar 2014 javier23herranz followed me 30 Apr 2105,581,138,0
Geneticist Bioinformaticist Enthusiast Father Husband Bioinformatics applications manager at Personalis Opinions are mine and mine alone,506,385,1
I believe every day is a new day to live I choose to live an incredible life no matter what,64,85,0
I mostly share other people s tweets about cancer research and genomics Voice of theNCI on Twitter Facebook and Instagram Views are mine,3510,2175,0
Civil Engineering student at UPCT basketball fan canoeing football and ping pong,519,458,0
Study hard what interests you the most in the most undisciplined irreverent and original manner possible Richard P Feynman,7,124,0
Translational genomics lab danafarber broadinstitute metastatic breast cancer therapeutic resistance exceptional responses cancer precision medicine,1149,1998,1
Wife Mother MD Researcher Whovian Coffee addict Tweeting health news especially in GI cancer Not my employers views occasionally my cats,896,345,1
Chronic MD Internal Med Nefro APS Interest Econo Health and Social Health Global and Urban Pub Epi Digital Geography Traveling Reader Curiosa Bogotá Co,205,1437,1
,163,411,0
Chief Science Officer Simpatica Medicine Precision Medicine Decision Support Digital Health Immunogenetics http t co aOTzL0hljq,511,1174,1
LEARNING IS A GIFT EVEN WHEN PAIN IS YOUR TEACHER LEARNING IS A GIFT EVEN IF THE TEACHER IS THE PAIN,138,1986,0
Champagne and Cocktails oh and maybe a little bit of Physics now and again,131,268,0
XX Researcher Lover Enjoying Life Mother Community genetics Curious Studious Health education Genetics Friends Family Love,66,151,0
SURGEON DOCTOR My passion is love for others and my target is CANCER MY STRENGTH MY FAMILY,7,38,1
A cancer doctor yet so much to learn looking forward to tomorrow living in the moment today See Yourcancercare com live life,51,546,1
Alhumdulillah for Everything Pharmacologist TV presenter Islamchannel LTL Smile Provoker Live Love Learn Tweets representing own independent views,91,94,1
I love my family adventures road trips,10,28,0
Director Re turn Workforce in cancer Direct effect help for employee and employer at Werk Kanker throughout NL http t co t953V9YhX5,1109,158,0
Paralegal at Leigh Day Most views my own some views shamelessly purloined and rebranded as such,88,170,0
Administrative Office The R Oviedo my passion PATIENCE PERSEVERANCE FAITH in oneself Three basic ingredients to achieve success in life,277,519,0
Surgeon experienced in Clinical Development and Medical Affairs for Cell Gene Therapy When not trail running do a little traveling too,172,147,1
I tweet what I want to tweet not what you want to read Don t like it I don t give a shit,394,856,0
I got hurt on twitter I had to start from scratch FOLLOW ME AND I FOLLOW YOU ONE,62,216,0
Advances in basic translational and clinical research for improving human health OpenAccess journal published by Future Science Group,663,1342,1
Love your gut protect your butt We provide preventive education for colorectal cancer Get in touch info hcb2 org,36,36,0
Aging better than fine wine,201,704,0
Passionate thought leader on Canadian and international pharmaceutical policy issues past present and future,257,658,1
And nothing more And nothing more Hala Madrid 10,132,148,0
,33,161,1
Disgusted by the gentucism and the paletismo that are breathed in Spain I love the tweet drama and slit to death of who deserves it Cher Crew member,1140,577,0
Scotland Operations Manager Bowel_Cancer_UK Trustee of HOTHoose,834,1875,0
Professional problem solver Wannabe web buff general art and design enthusiast Education observer and promoter,88,227,0
Home Director Passionate about motorhome freedom photography travel independent liberal live and let live with respect,1926,1774,0
NEW Monthly HereditaryCancer tweet chat w MyGeneCounsel ShewithLynch BRCAresponder 6 10 15 8pm EST Male Cancer Risk w pinkandbluedoc A Blassberg,321,945,0
Epidemiologist with a passion for patient centered health empowerment social network interventions behavior change digital health Views my own,252,221,1
Savvy 4x Cancer Survivor PX Expert PX Design Advocate Speaker Business Dev Leader Whole Health Champion,505,375,0
,350,217,0
,309,820,0
I jealously retain my right to reflect because even thinking wrongly is better than not thinking about anything at all,51,138,0
Kimberly is a SF based Health Coach and mother A recovering perfectionist she is on a mission of acceptance and regularly engages in the pursuit of happiness,896,1494,0
San Pedro Bs As ElMasGrandeRIVERPLATE,289,191,0
Strategic health consultant helping health make sense through good communication and engagement,346,432,0
The LIVESTRONG Foundation fights to improve the lives of people affected by cancer now,987143,230772,0
Health and science journalist Contributing editor at GenomeWeb Tweets my own RTs not endorsements,466,740,0
Lover of good music good movies good people good times,5743,5718,0
,12,93,1
Life Sciences Technology and Commercial Lawyer All views are my own,43,194,0
The final word in pharmaceutical intelligence,14316,294,0
Building Collaborations Around Data Sharing and Meaningful Technology Integration a 501 c 3,69,135,0
Married and father of 3 children Civil works projects and construction and currently Admon Local until we load it transparency and oGob NovaGob,469,615,0
Health Policy Management PhD Candidate Law Bioethics Media Advisor Donation Transplantation Consultant SpringerPub Series Editor Public Health Ethics,1387,645,1
a little off color proud mom of two goats Lam 3 22 Westmont College 19,677,535,0
Urologic Oncology Fellow Vanderbilt University Medical Center,165,183,1
Personal account CEO FloridaMedical IUBloomington alumnus Cubs ChicagoBears NHLBlackhawks chicagobulls fan,1527,1735,0
TV Show Commentator,1108,1018,0
I am a Medical Oncologist and Assistant Professor of Medicine specializing in Gastrointestinal Malignancies including gastroesophageal biliary tract cancers,35,37,1
Journalist print web head of column head editor Specialized health psycho law family,250,323,0
Telecom Caracas and the rest is a very long history Currently working for Products Roche S A,205,205,0
Where baseball s past present and future meet,1011,1057,0
STOP MAKING STUPID PEOPLE FAMOUS,758,1997,0
25 European Progressive Jurist And Atea Antenna,196,760,0
Winner of 2014 AAAS Science Journalism Prize My column Raw Data appears monthly in nytimes Author of The Cancer Chronicles and eight other books,1773,118,0
M D Ph D M P H Director USC Norris Comprehensive Cancer Center at the Keck School of Medicine of USC,350,167,1
Family Physician and General Surgeon committed to Comprehensive and Teaching Care Medicine with an environmental psycho-social spiritual spiritual approach,153,913,1
Um Constante Internship VIGBRASIL Escolta Poeta,2,19,0
,17,96,0
,35,64,0
Married 52 years 5 children 14 grandchildren and my white collie Forrest Champ Forrest USMC Vet,292,159,0
Digital Media Designer MBA Comedy Enthusiast Chinese American,34,56,0
Mastologist Breast Surgeon Master Senology UB ULAMedicine ivmastology Medical Director FUNCAMAMA Director s_v_mastology SVO SESPM ASBD,2238,253,1
Mastering yourself is being powerful,62,131,0
Nutritionist specializing in plant based diets breast cancer Yoga teacher and learner Runner Fan of all birds Chocolate devotee Views are just mine,1429,1375,1
General Surgery resident epidemiology McGill research stats fashion literature art junkie interested in surgicaloncology surgery melanoma sarcoma,145,239,1
General Surgery Resident Research Fellow Food Blogger Amateur Photographer,143,247,1
Skeptic chaotic physician Curious creature Diabolical yet benevolent puppetmaster bib li oph i lis tic adj,937,1016,1
PhD candidate in Health Economics Cyclist Dog owner,256,780,1
Former lab rat now work in Med Comms tweets are my own opinions Londoner living in Singapore,100,357,0
Oncology Advanced Practice Nurse Volunteer for the National ONS Lovin Life at the Jersey Shore Let s find a cure for cancer,82,205,1
Semi reclusive PSYCurmudgeoness resident of predoctoral purgatory and aspiring crone I am a bad pistachio,219,526,0
We lie throughout our lives and more especially those we love Marcel Proust Tuiteatrero,823,562,0
Medical Excellence at the Service of Mexico,759,211,1
BAPCo Director Snowboarder Cyclist Runner Technology Father Dad Cancer Survivor,1664,1208,0
,3573,2200,0
into life sciences and arts politics producer of http t co cOabjSAVaI and MonthinBiotech,1146,1025,0
It's not revenge it's justice,6594,6346,0
My Gene Counsel is the source of accurate cutting edge unbiased genetic information written in language you can understand and use,410,484,0
Mental Health specialist nurse Co-author of the post-Psychiatry blog,234,163,1
News Online Free and intolerant Politics Foreign Chronicle Internal Sport Health Technology and Section Press Releases,536,1005,0
,964,1439,0
never expect anything from anyone you'll never receive what you want,310,147,0
Give me fire please,3,7,0
Pharmacy Specialist Hospital Hospital Ramóny Cajal Always learning,94,360,1
GOD FEARING I LOVE TO VOLUNTEER SUPPORT CAUSES DANCE FUTURE DR FOUNDER OF A NON PROFIT ORGANIZATION Contact Info l wfutureorganization gmail com,943,451,1
General Manager NantHealth UK All views are my own,267,1612,0
Independent Events Manager at the MMRF,96,86,0
Dutch Science Writer Bio Pharma biosimilars biosimilar biologics mAbs PhD Organic Chemistry ex GaBI Generics and Biosimilars Initiative,1054,2001,1
Internal Medicine resident MayoClinic Medical News Unit at ABC News Sheltie owner Cookie connoisseur Tweets are mine Retweet endorsement,121,87,1
,172,200,0
SNAPCHAT riidatanjawii ADD ME MARRUECOS 212 TANGER UH07 IRT 40 A TANJAWII W RASSI 3ALI Morocco Tangier,1078,261,0
Director of Clinical Policy Biologics Inc BSN RN OCN,14,38,1
Clinical Research Assistant at Virginia Mason Hospital Seattle Medical Center Digestive Disease Institute and Pre Physicians Assistant Student,141,584,1
,168,174,0
I am not concerned that you have fallen I am concerned that you ARISE,31,132,0
,1428,2001,0
Editor Julio Pereira MD juliommais Neurosurgeon Board certified by Brazilian Society of Neurosurgery SBN http t co i5oREqDKlH,26473,666,1
Economist Expert in health policy and management,262,182,0
BScN RN 5 years experience in Neurosurgery Neurology nursing Guitar player and neuroscience nerd w interests in pain management neurocritical care,456,630,1
UEMA Promo61 UCSG Medical Student Promo56 Don't worry they are just tweets,701,1231,0
SpR MRC Training Fellow in Respiratory Medicine in pursuit of a lungcancer PhD RespEd MedicalApps distractions please look at my app theChestReg my views,1760,1909,1
MD PhD Candidate Interventional Radiology Center for Image Sciences UMC Utrecht Interventional Oncology Radioembolization,35,66,1
Vice President Integrative Medicine cancercenter,29,109,1
Scientist entrepreneur recovering biopharm exec former FM radio jock lifelong hockey fan Venture Partner at atlasventure CEO at PadlockTx,4882,488,1
From Caguas Biologist and science and math tutor Works for Amgen Manufacturing Limited goals Physician and virologist,77,215,1
Nursing assistant Athleticzale to the core and very spontaneous in the most inappropriate moments To smile has been said,150,276,0
Family medicine doctor 1994년개업 후성유전학 epigenetics Obesity Vitamin Nutritional Therapy Functional Medicine QUEEN Classic Guitar 오진안하기 To not misdiagnosis,161,290,1
"I am a person who likes to see and explore different places, always thinks there is something to learn and to get lost in the big city and love people.",1264,1988,0
Follow CBCC a UCLA affiliated cancer center for the latest in cancer news and breakthroughs http t co cRWYAEsjow,67,61,0
Primary care doctor writer educator Yale Program for Humanities in Medicine Yale Internal Med Residency Writers Workshop Slate Atlantic Health NYT,838,676,1
M D FRCPC Medical Oncology Fellow Cross Cancer Institute ahs_cancercare Thoughts are my own,17,65,1
DVD http t co sEQyepfjdS Live Trading http t co Etc6G8AoOs Tweets are stock ideas for educational purposes ONLY Assume I am trading them TRADE YOUR PLAN,52776,106,0
Almost three decades enjoying great players The best of all El Bicho Hala Madrid,248,991,0
I shall B telling ths w a sigh Somewhere ages ages hence 2 roads diverged in a wood I I took the 1 less traveled by that has made all the difference,1645,1998,0
Data cruncher w2oGroup ATX native exploring the mountains of ABQ Living the remote life I like healthcare rocks Also tweeting oatnutty,439,825,0
Announcer and presenter My great love Radio EVERYTHING CAN BE ACHIEVED,269,838,0
Comms tech girl Work at W20Group Mom Sports near or on Mt Tam Travel Art Views are mine,804,1325,0
I Do Not Have To Explain Nothing To You If Its Misunderstood FAMILYFIRST RIPDADDY SHSU15 KIK bsummserious,1409,924,0
Proudly made in Venezuela citizen of the world,175,311,0
Board Certified Pathologist Hematopathologist in Kalamazoo MI Professional Interests Lymphoma leukemia hematology ASCP Volunteer ASCP_Chicago,304,71,1
Radiologist in Chief Cincinnati Children s Hospital Medical Center Opinions are my own,905,219,1
Dr Thomas Reid is Medical Director of the Regional Cancer Center at Memorial Hospital of South Bend in Indiana specializing in Hematology Medical Oncology,698,209,1
,197,214,0
Nutrition consultants providing the highest quality nutrition education and counseling helping clients improve outcomes and reach optimal health lifetime goals,548,588,1
Restore the human dimensions of care the universal core values that should be present in every healthcare interaction around the world Join us,988,1995,0
Venezuelan belonging to the world Physician Radiologist and Fashion Model USA entrepeneur Lover of Life surrendered to God s Will,135,100,1
One more Twitter user passionate about informing people of what is happening in Mexico and the world,1028,1998,0
live life and be happy CASILLISTA and RAMISTA x my meringues all HALA MADRID sauliko7 tq,381,401,0
Urologist from Panama Doing fellowship Seoul South Korea Primum non nocere run read learn travel Views my own,292,298,1
1140830047 02 01 14 RIVER Ironing board with cheeks Shanshuu ig roquiroga_15,594,373,0
Proteomic R D Staff Scientist at Life Technologies,6,19,1
,150,522,0
I am a business administrator christian writer actress and mother no time for anything else,393,955,0
http t co 3PmJvpUaf2 Consultancy Psychological Science Writings All Tweets Posts Opinions Are Unendorsed Private Subjective,1190,1305,0
Army doc in San Antonio,3,12,1
Medl school UCD Graduated MB BCh BAO 1980 BSc 1981 MBA 1999 Cons Oncologist St Vincent s Hosp 1993 present Elected Seanad representing NUI 2011,12975,2234,1
BORN 22_09_1992 MIXOLOGI Barista cafe XXI 02 09 14 TELF 087892482129 ilove coffe,39,1575,0
Business Development Director FreemanXP Face to face marketing social media Boston Sports and travel,246,1502,0
Belieber Ruben Doblas Gundersen Guido Carrillo T Mills Criaturita Marvada I really fucking hate people Marina Diamandis Jhonny Deep,908,725,0
,304,272,0
Patriot Lover of Formula 1 Fernando Alonso more than an idol LoMejorEstaPorLlegar VivaSpain,140,128,0
In my town we were very poor. The good children the kings brought coal. The bad ones we had to go look for.,111,247,0
Economic Journalist at the Usine New Health Chemistry Sport Cosmetics Bottom Runner in a Parallel Life,1589,1550,0
,99,399,0
Co leader of the National Health Action Party NHAparty Former chair of the NHS Consultants Association Consultant Clinical Oncologist Doctors4NHS,18757,1477,1
18 Leonina Promo 15 when you want you can do the rest only excuses Atletico tucuman I love you,121,91,0
Come connect in a 600 000 member support community with others who share your experiences Together we re better epatient,12038,6562,0
Heir to the family financial tradition my grandfather and my father were presidents of Santander Bank and architect of their international expansion,931,288,0
Philly sports Biz Dev CloudMine Passion for entrepreneurship tech Let s chat For of His fullness we have all received and GRACE upon GRACE,199,532,0
,381,1085,0
http t co ICTZDAnxWF educates physicians about innovation in medicine science finance technology in this new environment of performance based medicine,360,1739,0
Perceptual Observer Simple Sucker I love the sea and the silence Feet on the ground I pretend I believe you JurelLover,4995,3155,0
Physician investing in Biotech Not an investment advise or recommendation to buy sell Do your own DD,956,942,1
Freelance journalist specializing in health and health,268,245,0
Doctor author NGO CEO partner mother South African lover of all things innovative public health medicine specialist and Muslim,1031,968,1
Share Videos and make profit for it The easy way to make money online youtube adsense,465,28,0
Oncologist mother educator quilter runner All tweets are my own,56,135,1
Father husband and CEO of UofUHealthCare Hospitals Clinics BYU and ArizonaState alumnus Opinions expressed are my own,616,441,0
,1442,1342,0
Exercise physiologist bass player s fiancee and ironman triathlete,58,61,1
Oncology Pharmacist interested in the pharmaceutical industry and the business of healthcare Posts reflect my personal views,227,233,1
Pediatric oncologist researcher at St Jude Childhood Cancer Survivor Study principal investigator,32,2,1
RN Analyst ANA AdvocacyFellow Administrator HealthCare Policy Politics Global Traveler Humanitarian Volunteer CzechAmerican Blog http t co BYO4eK84lg,496,1998,0
Working harder smarter took me from the streets of Brooklyn to Yale Today I work hard to make next generation of Computer Aided Cancer Detection smarter,5909,5264,1
Co founder and Director of Illustration at Cognition Studio Inc,534,341,0
Senior Manager of Digital Products Future Science Group Views expressed are my own not those of FSG Focus on all things health science,442,845,0
I dont tweet I retweet,201,904,0
,398,683,0
Indie TV Producer Filmmaker Storyteller Background TV News Interest Lung Cancer,328,1095,0
,125,126,0
My desire is to live without looking at the time you understand,290,477,0
COMEDIC WRITER ANIMATOR AND GUITAR GUY ME AND cherylleee_ VS THE WORLD SHE IS AWESOME yiutube,251,677,0
Comms manager University of Texas MD Anderson Cancer Center Opinions are mine Tweet about cancer and other stuff Favs bookmark RTs not endorsements etc,1870,2030,1
News Editor Scrip Intelligence but all views expressed are my own,712,251,0
Director of Corporate Foundation Relations American Institute for Cancer Research AICR,10,61,1
Physiology PhD Churchill scholar Duke alum Bilingue Cat lover Science writer tweeting about research funding higher ed biological and biomedical news,350,639,1
Business Advisor Entrepreneur Global Citizen Pilot Theatre and Wine Lover,59,23,0
Breakfast chick 96fm MC TV Presenter too Fiancee sister and daughter not to same person Monumental Management,8,99,0
Lynch syndrome and Polyposis FAP are hereditary gut disorders with a high risk of colon cancer. With Lynch HNPCC there is also a chance of other cancers,164,158,0
vagabond wayfarer type aesthetic custodial engineer inefficiency expert,806,2001,0
Head of Glasgow Dental School,118,119,1
,968,1996,0
Physician specializing in molecular oncology Advocate for cancer survivors,1724,774,1
G o r d a 14 stupid sunsets PI 76 PA 54 MF 47 Tired of everything Tired of being so married to be,490,168,0
Physician scientist working in Colorectal Cancer and Hereditary Syndromes Enjoys family reading and running Faculty at MD Anderson but opinions are my own,108,91,1
Kindly visit http t co 72oSUJcwD6 today I love u,288,285,0
Academic oncologist Bone marrow transplant leukemia lymphoma myeloma Patient centered,1426,991,1
Geriatric Palliative doctor working to advance access to quality palliative care for frail elders My tweets represent my own opinions,1398,831,1
Assistant Professor of Medicine at Siteman Cancer Center Washington University St Louis MO GI Oncologist Colorectal Cancer Tweets are my own,128,84,1
Passionate about People Science and facilitating communication across languages Tweets are on lifescience articles from EU press other interesting sources,199,258,0
Trying to be a good human being good GLOBAL citizen for there is just ONE planet EARTH Vegan gluten free since July 2012,1498,1585,0
,22,16,0
Physician Entrepreneur Consultant Academic Researcher Biotech Investor Lifelong Learner,1858,395,1
duvet hogger tea drinker peace seeker now ex intensive care nurse get it,32,66,1
Biopharma R D Talent Acquisition Manager currently EMD Serono views expressed are my own,436,990,1
,521,1028,0
If I fell it was because I was walking And walking is worth it even if you fall Jump the floor will come,444,431,0
Amateur trader roving reporter Amateur Earthquake Star Observer a bit of this bit of that,1311,1793,0
Dr Isis was a female scientist before being a female scientist became so cool Should we bake a chicken,9074,1210,1
,1116,912,0
My Idol NYNO VARGAS I love you life 9 Instagram Martalorente9,466,437,0
Hospital pharmacist M2 research health law Paris 8 in progress,8,309,1
MD PhD student at RWJMS Princeton Interested in genomics epigenetics and DNA repair,569,863,1
Life Sciences tech business leader VillanovaU 85 grad genospace Torreya Insights boards SVP BioReference 99 8 European 0 2 Unknown 2 8 Neanderthal,391,567,0
We re Fleishman Hillard s Hispania Team Tweets are focused on US Hispanic LatAm market our client work CM JoseResendez poweroftrue omnicom,2008,1623,0
Bonnie J Addario Lung Cancer Foundation Patient Navigation Services Coordinator TheALCF,178,514,0
Dad Packer fan cancer doc,55,203,1
Navarro above all but also proud to be a Spanish fan of Barcelona and his humility,242,449,0
Hospice and Palliative Medicine HPM Professionals covering Palliatve Medicine News Research and Opinion Acct managed by ctsinclair and team,6859,1876,1
Arkansan living in Pacific Northwest Love all genres of music StL Cardinals and Razorbacks are my teams And now can add Ovarian cancer Survivor to the list,210,769,0
SHO at the central hospital of Tripoli teaching assistant in internal medicine dept faculty of human medicine Tripoli university libya,67,502,1
You'll never understand my madness if you don't share my passion,347,303,0
I'm not up to the collons,39,55,0
Leroy In God I ll Trust,59,57,0
,144,337,0
Biotech Enthusiast Healthcare MDx CDx Epigenetics Oncology Product Manager PhD Alum of Cambridge_Uni All views my own,440,765,1
a thing that does not want to change and unconditional fan of Nadal I practice paddle summarizing A great woman and better person hajajajaja,230,163,0
I love a good fnarr Competitor with switterney in the WitneyOlympics Married to circusgrev Studied Health Psychology at City University,795,1975,0
Tropicalist doctor committed to neglected populations health Doctor committed to neglected populations,216,514,1
May your smile be bigger than your problems,258,341,0
Office Manager Executive Secretary PA MA,115,165,0
Am so funny that i put a smile on your face and a mile to your maze itsalwaysGodalltheway teamchelsea theblues,265,366,0
Executive Director Marketing and Sales Europe APIs and Out Licensing B2B Pharma,10,28,0
Interests Holy Week Sport and News,371,592,0
Specialist Gastroenterology and Liver Gastroenterology Specialist Diagnostic and therapeutic program D measurement from care to healing 00971506538153,370,924,1
,315,262,0
Director Precision Genomics Intermountain Healthcare,11,37,1
Owner MD of Aquatek Farms engaged in commercial catfish production Founder President of Breast Cancer Association of Nigeria Women empowerment advocate,432,151,1
All brochures online Affordable online advertising Learn everything http t co Bq4rBcSxCf All offers from nearby stores at http t co XJ012caHIM,7071,7413,0
Tired professor of cuts and reforms María Seoane Seara,378,743,0
Optometrist Professor at the Faculty of Optics and Optometry of the UMU,529,534,1
Beach Lover TV Review Whatever you want it to be,22,64,0
My reading of history convinces me that most bad government results from too much government Thomas Jefferson Libertarian Freedom for All,792,1907,0
ʖ ʖ ʖ ʖ ʖ ʖ ʖ ʖ ʖ ʖ ʖ ʖ ʖ ʖ,701,379,0
Urology Registrar Netballer This Girl Can Ambassador,184,512,0
,1080,1230,0
Otaku girl that loves Japan and anything to do with Japan Into animes like Hetalia Drrr DPT and many more Hanzō Urushihara is the bae,267,343,0
